1750044019,0,0,2
1750044024,0,0,2
1750044029,0,0,2
1750044034,0,0,2
1750044039,0,0,2
1750044044,0,0,2
1750044049,0,0,2
1750044054,0,0,2
1750044059,0,0,2
1750044064,0,0,2
1750044069,0,0,2
1750044074,0,0,2
1750044079,0,0,2
1750044084,0,0,2
1750044089,0,0,2
1750044094,0,0,2
1750044099,0,0,2
1750045976,0,0,2
1750045981,0,0,2
1750045986,0,0,2
1750045991,0,0,2
1750045996,0,0,2
1750046001,0,0,2
1750046006,0,0,2
1750046011,0,0,2
1750046016,0,0,2
1750046022,0,0,2
1750046027,0,0,2
1750046032,0,0,2
1750046037,0,0,2
1750046042,0,0,2
1750046047,0,0,2
1750046052,0,0,2
1750046057,0,0,2
1750046387,0,0,2
1750046393,0,0,2
1750046398,0,0,2
1750046404,0,0,2
1750046409,0,0,2
1750046414,0,0,2
1750046419,0,0,2
1750046424,0,0,2
1750046429,0,0,2
1750046434,0,0,2
1750046440,0,0,2
1750046445,0,0,2
1750046450,0,0,2
1750046455,0,0,2
1750046460,0,0,2
1750046465,0,0,2
1750046470,0,0,2
1750046476,0,0,2
1750046481,0,0,2
1750046486,0,0,2
1750046491,0,0,2
1750046496,0,0,2
1750046501,0,0,2
1750046506,0,0,2
1750046511,0,0,2
1750046517,0,0,2
1750046522,0,0,2
1750046527,0,0,2
1750046532,0,0,2
1750046537,0,0,2
1750046542,0,0,2
1750046548,0,0,2
1750046553,0,0,2
1750046558,0,0,2
1750046563,0,0,2
1750046568,0,0,2
1750046573,0,0,2
1750046579,0,0,2
1750046584,0,0,2
1750046589,0,0,2
1750046594,0,0,2
1750046599,0,0,2
1750046604,0,0,2
1750046609,0,0,2
1750046614,0,0,2
1750046620,0,0,2
1750046625,0,0,2
1750046630,0,0,2
1750046635,0,0,2
1750046640,0,0,2
1750046645,0,0,2
1750046650,0,0,2
1750046655,0,0,2
1750046661,0,0,2
1750046666,0,0,2
1750046671,0,0,2
1750046676,0,0,2
1750046681,0,0,2
1750046686,0,0,2
1750046691,0,0,2
1750046697,0,0,2
1750046702,0,0,2
1750046707,0,0,2
1750046712,0,0,2
1750046717,0,0,2
1750046722,0,0,2
1750046727,0,0,2
1750046732,0,0,2
