1750046738,0,0,2
1750046743,0,0,2
1750046748,0,0,2
1750046753,0,0,2
1750046758,0,0,2
1750046763,0,0,2
1750046768,0,0,2
1750046773,0,0,2
1750046779,0,0,2
1750046784,0,0,2
1750046789,0,0,2
1750046794,0,0,2
1750046799,0,0,2
1750046804,0,0,2
1750046809,0,0,2
1750046815,0,0,2
1750046820,0,0,2
1750046825,0,0,2
1750046830,0,0,2
1750046835,0,0,2
1750046840,0,0,2
1750046845,0,0,2
1750046850,0,0,2
1750046856,0,0,2
1750046861,0,0,2
1750046866,0,0,2
1750046871,0,0,2
1750046876,0,0,2
1750046881,0,0,2
1750046886,0,0,2
1750046891,0,0,2
1750046897,0,0,2
1750046902,0,0,2
1750046907,0,0,2
1750046912,0,0,2
1750046917,0,0,2
1750046922,0,0,2
1750046927,0,0,2
1750046932,0,0,2
1750046938,0,0,2
1750046943,0,0,2
1750046948,0,0,2
1750046953,0,0,2
1750046958,0,0,2
1750046963,0,0,2
1750046968,0,0,2
1750046974,0,0,2
1750046979,0,0,2
1750046984,0,0,2
1750046989,0,0,2
1750046994,0,0,2
1750046999,0,0,2
1750047004,0,0,2
1750047009,0,0,2
1750047015,0,0,2
1750047020,0,0,2
1750047025,0,0,2
1750047030,0,0,2
1750047035,0,0,2
1750047040,0,0,2
1750047045,0,0,2
1750047050,0,0,2
1750047056,0,0,2
1750047061,0,0,2
1750047066,0,0,2
1750047071,0,0,2
1750047076,0,0,2
1750047081,0,0,2
1750047086,0,0,2
1750047091,0,0,2
1750047097,0,0,2
1750047102,0,0,2
1750047107,0,0,2
1750047112,0,0,2
1750047117,0,0,2
1750047122,0,0,2
1750047127,0,0,2
1750047132,0,0,2
1750047137,0,0,2
1750047143,0,0,2
1750047148,0,0,2
1750047153,0,0,2
1750047158,0,0,2
1750047163,0,0,2
1750047168,0,0,2
1750047173,0,0,2
1750047179,0,0,2
1750047184,0,0,2
1750047189,0,0,2
1750047194,0,0,2
1750047199,0,0,2
1750047204,0,0,2
1750047209,0,0,2
1750047214,0,0,2
1750047220,0,0,2
1750047225,0,0,2
1750047230,0,0,2
1750047235,0,0,2
1750047240,0,0,2
1750047246,0,0,2
1750047251,0,0,2
1750047256,0,0,2
1750047261,0,0,2
1750047266,0,0,2
1750047271,0,0,2
1750047276,0,0,2
1750047282,0,0,2
1750047287,0,0,2
1750047292,0,0,2
1750047297,0,0,2
1750047302,0,0,2
1750047307,0,0,2
1750047312,0,0,2
1750047317,0,0,2
1750047323,0,0,2
1750047328,0,0,2
1750047333,0,0,2
1750047338,0,0,2
1750047343,0,0,2
1750047348,0,0,2
1750047353,0,0,2
1750354086,0,0,2
1750354093,0,0,2
1750354098,0,0,2
1750354103,0,0,2
1750354108,0,0,2
1750354113,0,0,2
1750354118,0,0,2
1750354123,0,0,2
1750354128,0,0,2
1750354134,0,0,2
1750354139,0,0,2
1750354144,0,0,2
1750354149,0,0,2
1750354154,0,0,2
1750354159,0,0,2
1750354164,0,0,2
1750354169,0,0,2
1750354175,0,0,2
1750354180,0,0,2
1750354185,0,0,2
1750354190,0,0,2
1750354195,0,0,2
1750354200,0,0,2
1750354205,0,0,2
1750354210,0,0,2
1750354215,0,0,2
1750354221,0,0,2
1750354226,0,0,2
1750354231,0,0,2
1750354236,0,0,2
1750354241,0,0,2
1750354246,0,0,2
1750354251,0,0,2
1750354256,0,0,2
1750354261,0,0,2
1750354267,0,0,2
1750354272,0,0,2
1750354277,0,0,2
1750354282,0,0,2
1750354287,0,0,2
1750354292,0,0,2
1750354297,0,0,2
1750354302,0,0,2
1750354307,0,0,2
1750354313,0,0,2
1750354318,0,0,2
1750354323,0,0,2
1750354328,0,0,2
1750354333,0,0,2
1750354338,0,0,2
1750354343,0,0,2
1750354348,0,0,2
1750354353,0,0,2
1750354359,0,0,2
1750354364,0,0,2
1750354369,0,0,2
1750354374,0,0,2
1750354379,0,0,2
1750354384,0,0,2
1750354389,0,0,2
1750354394,0,0,2
1750354399,0,0,2
1750354405,0,0,2
1750354410,0,0,2
1750354415,0,0,2
1750354420,0,0,2
1750354425,0,0,2
1750354430,0,0,2
1750354435,0,0,2
1750354440,0,0,2
1750354445,0,0,2
1750354451,0,0,2
1750354456,0,0,2
1750354461,0,0,2
1750354466,0,0,2
1750354471,0,0,2
1750354476,0,0,2
1750354481,0,0,2
1750354486,0,0,2
1750354491,0,0,2
1750354497,0,0,2
1750354502,0,0,2
1750354507,0,0,2
1750354512,0,0,2
1750354517,0,0,2
1750354522,0,0,2
1750354527,0,0,2
1750354532,0,0,2
1750354537,0,0,2
1750354543,0,0,2
1750354548,0,0,2
1750354553,0,0,2
1750354558,0,0,2
1750354563,0,0,2
1750354568,0,0,2
1750354573,0,0,2
1750354578,0,0,2
1750354583,0,0,2
1750354589,0,0,2
1750354594,0,0,2
1750354599,0,0,2
1750354604,0,0,2
1750354609,0,0,2
1750354614,0,0,2
1750354619,0,0,2
1750354624,0,0,2
1750354630,0,0,2
1750354635,0,0,2
1750354640,0,0,2
1750354645,0,0,2
1750354650,0,0,2
1750354655,0,0,2
1750354660,0,0,2
1750354665,0,0,2
1750354671,0,0,2
1750354676,0,0,2
1750354681,0,0,2
1750354686,0,0,2
